WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2024-01-27,Middle East,Yemen,Abyan,Protests,Excessive force against protesters,1,0,17409.0,Political violence; Demonstrations,3674.0,13.6274,46.228
2023-10-07,Middle East,Yemen,Abyan,Protests,Peaceful protest,6,0,70843.0,Demonstrations,3674.0,13.6274,46.228
2023-10-14,Middle East,Yemen,Abyan,Protests,Peaceful protest,6,0,87201.0,Demonstrations,3674.0,13.6274,46.228
2023-10-21,Middle East,Yemen,Abyan,Protests,Peaceful protest,6,0,102389.0,Demonstrations,3674.0,13.6274,46.228
2023-11-04,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,29285.0,Demonstrations,3674.0,13.6274,46.228
2023-11-11,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,,Demonstrations,3674.0,13.6274,46.228
2023-11-18,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,14893.0,Demonstrations,3674.0,13.6274,46.228
2023-11-25,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,26356.0,Demonstrations,3674.0,13.6274,46.228
2023-12-16,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,16903.0,Demonstrations,3674.0,13.6274,46.228
2023-12-23,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,233.0,Demonstrations,3674.0,13.6274,46.228
2023-12-30,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,16903.0,Demonstrations,3674.0,13.6274,46.228
2024-01-06,Middle East,Yemen,Abyan,Protests,Peaceful protest,7,0,17658.0,Demonstrations,3674.0,13.6274,46.228
2024-01-20,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-01-27,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,12007.0,Demonstrations,3674.0,13.6274,46.228
2024-02-17,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,23948.0,Demonstrations,3674.0,13.6274,46.228
2024-03-02,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,45594.0,Demonstrations,3674.0,13.6274,46.228
2024-04-20,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,11355.0,Demonstrations,3674.0,13.6274,46.228
2024-04-27,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-05-11,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-05-25,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-06-15,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,680.0,Demonstrations,3674.0,13.6274,46.228
2024-06-29,Middle East,Yemen,Abyan,Protests,Peaceful protest,4,0,18182.0,Demonstrations,3674.0,13.6274,46.228
2024-07-06,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,42867.0,Demonstrations,3674.0,13.6274,46.228
2024-07-27,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,8833.0,Demonstrations,3674.0,13.6274,46.228
2024-08-17,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-08-24,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-08-31,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-09-07,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-09-14,Middle East,Yemen,Abyan,Protests,Peaceful protest,7,0,30903.0,Demonstrations,3674.0,13.6274,46.228
2024-09-28,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,238.0,Demonstrations,3674.0,13.6274,46.228
2024-10-05,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-10-12,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,29654.0,Demonstrations,3674.0,13.6274,46.228
2024-10-19,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,29416.0,Demonstrations,3674.0,13.6274,46.228
2024-10-26,Middle East,Yemen,Abyan,Protests,Peaceful protest,9,0,45187.0,Demonstrations,3674.0,13.6274,46.228
2024-11-02,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,29416.0,Demonstrations,3674.0,13.6274,46.228
2024-11-09,Middle East,Yemen,Abyan,Protests,Peaceful protest,6,0,76554.0,Demonstrations,3674.0,13.6274,46.228
2024-11-16,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17409.0,Demonstrations,3674.0,13.6274,46.228
2024-11-30,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,32308.0,Demonstrations,3674.0,13.6274,46.228
2024-12-07,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,29416.0,Demonstrations,3674.0,13.6274,46.228
2024-12-14,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,12007.0,Demonstrations,3674.0,13.6274,46.228
2024-12-21,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,12007.0,Demonstrations,3674.0,13.6274,46.228
2025-01-04,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17910.0,Demonstrations,3674.0,13.6274,46.228
2025-01-11,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,33591.0,Demonstrations,3674.0,13.6274,46.228
2025-01-18,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,30695.0,Demonstrations,3674.0,13.6274,46.228
2025-01-25,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,30695.0,Demonstrations,3674.0,13.6274,46.228
2025-02-01,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,30457.0,Demonstrations,3674.0,13.6274,46.228
2025-02-08,Middle East,Yemen,Abyan,Protests,Peaceful protest,6,0,86020.0,Demonstrations,3674.0,13.6274,46.228
2025-02-15,Middle East,Yemen,Abyan,Protests,Peaceful protest,4,0,55325.0,Demonstrations,3674.0,13.6274,46.228
2025-02-22,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,13203.0,Demonstrations,3674.0,13.6274,46.228
2025-03-01,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,13203.0,Demonstrations,3674.0,13.6274,46.228
2025-04-05,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,21003.0,Demonstrations,3674.0,13.6274,46.228
2025-04-12,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17910.0,Demonstrations,3674.0,13.6274,46.228
2025-04-19,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,82696.0,Demonstrations,3674.0,13.6274,46.228
2025-05-03,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,15875.0,Demonstrations,3674.0,13.6274,46.228
2025-05-10,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,22339.0,Demonstrations,3674.0,13.6274,46.228
2025-05-17,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,24588.0,Demonstrations,3674.0,13.6274,46.228
2025-05-24,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,64786.0,Demonstrations,3674.0,13.6274,46.228
2025-06-28,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,17948.0,Demonstrations,3674.0,13.6274,46.228
2025-07-05,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,48605.0,Demonstrations,3674.0,13.6274,46.228
2025-07-19,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,47294.0,Demonstrations,3674.0,13.6274,46.228
2025-07-26,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17910.0,Demonstrations,3674.0,13.6274,46.228
2025-08-02,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,41682.0,Demonstrations,3674.0,13.6274,46.228
2025-08-09,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,28422.0,Demonstrations,3674.0,13.6274,46.228
2025-08-16,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,34113.0,Demonstrations,3674.0,13.6274,46.228
2025-08-23,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,34091.0,Demonstrations,3674.0,13.6274,46.228
2025-09-06,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,11665.0,Demonstrations,3674.0,13.6274,46.228
2025-10-25,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,17910.0,Demonstrations,3674.0,13.6274,46.228
2025-11-01,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,17910.0,Demonstrations,3674.0,13.6274,46.228
2025-11-15,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,30695.0,Demonstrations,3674.0,13.6274,46.228
2025-11-29,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,50276.0,Demonstrations,3674.0,13.6274,46.228
2025-12-06,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,62105.0,Demonstrations,3674.0,13.6274,46.228
2025-12-13,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,47900.0,Demonstrations,3674.0,13.6274,46.228
2025-12-27,Middle East,Yemen,Abyan,Protests,Peaceful protest,2,0,31661.0,Demonstrations,3674.0,13.6274,46.228
2026-02-14,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,18409.0,Demonstrations,3674.0,13.6274,46.228
2026-03-28,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,248.0,Demonstrations,3674.0,13.6274,46.228
2026-04-04,Middle East,Yemen,Abyan,Protests,Peaceful protest,3,0,,Demonstrations,3674.0,13.6274,46.228
2026-04-18,Middle East,Yemen,Abyan,Protests,Peaceful protest,1,0,,Demonstrations,3674.0,13.6274,46.228
2025-12-20,Middle East,Yemen,Abyan,Protests,Protest with intervention,1,0,17910.0,Demonstrations,3674.0,13.6274,46.228
2024-10-12,Middle East,Yemen,Abyan,Riots,Violent demonstration,1,0,47023.0,Demonstrations,3674.0,13.6274,46.228
2025-02-08,Middle East,Yemen,Abyan,Riots,Violent demonstration,1,0,40172.0,Demonstrations,3674.0,13.6274,46.228
2025-04-26,Middle East,Yemen,Abyan,Riots,Violent demonstration,4,0,117258.0,Demonstrations,3674.0,13.6274,46.228
2025-05-10,Middle East,Yemen,Abyan,Riots,Violent demonstration,1,0,20498.0,Demonstrations,3674.0,13.6274,46.228
2025-05-31,Middle East,Yemen,Abyan,Riots,Violent demonstration,1,0,15016.0,Demonstrations,3674.0,13.6274,46.228
2025-08-02,Middle East,Yemen,Abyan,Riots,Violent demonstration,1,0,40172.0,Demonstrations,3674.0,13.6274,46.228
2025-08-30,Middle East,Yemen,Abyan,Riots,Violent demonstration,2,0,58860.0,Demonstrations,3674.0,13.6274,46.228
2025-09-13,Middle East,Yemen,Abyan,Riots,Violent demonstration,2,0,21810.0,Demonstrations,3674.0,13.6274,46.228
2025-10-18,Middle East,Yemen,Abyan,Riots,Violent demonstration,1,0,57316.0,Demonstrations,3674.0,13.6274,46.228
2026-03-14,Middle East,Yemen,Abyan,Strategic developments,Agreement,1,0,,Strategic developments,3674.0,13.6274,46.228
2023-12-09,Middle East,Yemen,Abyan,Strategic developments,Arrests,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-01-06,Middle East,Yemen,Abyan,Strategic developments,Arrests,1,0,,Strategic developments,3674.0,13.6274,46.228
2023-10-07,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2023-10-28,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-06-08,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-08-10,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-09-28,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-03-08,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-04-26,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,2,0,,Strategic developments,3674.0,13.6274,46.228
2025-05-24,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,4,0,,Strategic developments,3674.0,13.6274,46.228
2025-06-14,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-07-05,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-07-26,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,2,0,,Strategic developments,3674.0,13.6274,46.228
2025-08-16,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-08-23,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,2,0,,Strategic developments,3674.0,13.6274,46.228
2025-11-15,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-11-22,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-12-06,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-12-27,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-01-03,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,2,0,,Strategic developments,3674.0,13.6274,46.228
2026-01-10,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,4,0,,Strategic developments,3674.0,13.6274,46.228
2026-01-17,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-01-31,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-02-07,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-02-14,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,3,0,,Strategic developments,3674.0,13.6274,46.228
2026-02-21,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-02-28,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,3,0,,Strategic developments,3674.0,13.6274,46.228
2026-04-04,Middle East,Yemen,Abyan,Strategic developments,Change to group/activity,2,0,,Strategic developments,3674.0,13.6274,46.228
2023-11-11,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2023-12-09,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2023-12-23,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-01-06,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-08-10,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-12-21,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-12-28,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-01-04,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-01-25,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-02-01,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-05-24,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-05-31,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-07-12,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-08-09,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-09-13,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3674.0,13.6274,46.228
2025-10-04,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-10-11,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-11-08,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,2,0,,Strategic developments,3674.0,13.6274,46.228
2025-11-29,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-12-27,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-01-24,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-02-28,Middle East,Yemen,Abyan,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3674.0,13.6274,46.228
2023-10-07,Middle East,Yemen,Abyan,Strategic developments,Headquarters or base established,1,0,,Strategic developments,3674.0,13.6274,46.228
2023-10-14,Middle East,Yemen,Abyan,Strategic developments,Headquarters or base established,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-04-13,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-05-04,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-08-03,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-11-02,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-11-30,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-03-01,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-07-05,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-07-26,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-08-02,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-09-06,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2025-12-06,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-01-03,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-04-18,Middle East,Yemen,Abyan,Strategic developments,Looting/property destruction,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-12-14,Middle East,Yemen,Abyan,Strategic developments,Non-violent transfer of territory,1,0,,Strategic developments,3674.0,13.6274,46.228
2026-02-14,Middle East,Yemen,Abyan,Strategic developments,Non-violent transfer of territory,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-03-09,Middle East,Yemen,Abyan,Strategic developments,Other,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-06-08,Middle East,Yemen,Abyan,Strategic developments,Other,1,0,,Strategic developments,3674.0,13.6274,46.228
2024-11-09,Middle East,Yemen,Abyan,Strategic developments,Other,2,0,,Strategic developments,3674.0,13.6274,46.228
