WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2025-01-11,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,1,,Political violence,3678.0,14.7791,43.2181
2025-02-15,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,1,24698.0,Political violence,3678.0,14.7791,43.2181
2025-03-15,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,1,18661.0,Political violence,3678.0,14.7791,43.2181
2025-03-22,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,0,3871.0,Political violence,3678.0,14.7791,43.2181
2025-04-26,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,1,94479.0,Political violence,3678.0,14.7791,43.2181
2025-05-03,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,1,15867.0,Political violence,3678.0,14.7791,43.2181
2025-05-17,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,2,,Political violence,3678.0,14.7791,43.2181
2025-05-24,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,0,62090.0,Political violence,3678.0,14.7791,43.2181
2025-06-07,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,0,8038.0,Political violence,3678.0,14.7791,43.2181
2025-08-02,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,1,94778.0,Political violence,3678.0,14.7791,43.2181
2025-08-23,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,0,16289.0,Political violence,3678.0,14.7791,43.2181
2025-10-11,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,0,44641.0,Political violence,3678.0,14.7791,43.2181
2025-11-08,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,2,1,70933.0,Political violence,3678.0,14.7791,43.2181
2026-01-03,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,1,27249.0,Political violence,3678.0,14.7791,43.2181
2026-01-17,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,0,54432.0,Political violence,3678.0,14.7791,43.2181
2026-03-21,Middle East,Yemen,Al Hudaydah,Violence against civilians,Attack,1,0,,Political violence,3678.0,14.7791,43.2181
2023-10-21,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,,Political violence,3679.0,16.5962,45.5989
2023-11-18,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,3,3392.0,Political violence,3679.0,16.5962,45.5989
2024-01-13,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,7,8343.0,Political violence,3679.0,16.5962,45.5989
2024-01-20,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,3,50109.0,Political violence,3679.0,16.5962,45.5989
2024-01-27,Middle East,Yemen,Al Jawf,Battles,Armed clash,8,7,67334.0,Political violence,3679.0,16.5962,45.5989
2024-02-03,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,3,8339.0,Political violence,3679.0,16.5962,45.5989
2024-02-24,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,4657.0,Political violence,3679.0,16.5962,45.5989
2024-03-02,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,3,14613.0,Political violence,3679.0,16.5962,45.5989
2024-03-09,Middle East,Yemen,Al Jawf,Battles,Armed clash,3,1,53256.0,Political violence,3679.0,16.5962,45.5989
2024-03-16,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,0,53256.0,Political violence,3679.0,16.5962,45.5989
2024-03-23,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,,Political violence,3679.0,16.5962,45.5989
2024-03-30,Middle East,Yemen,Al Jawf,Battles,Armed clash,3,4,50109.0,Political violence,3679.0,16.5962,45.5989
2024-04-06,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,516.0,Political violence,3679.0,16.5962,45.5989
2024-05-04,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,2,6404.0,Political violence,3679.0,16.5962,45.5989
2024-05-11,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,1,32424.0,Political violence,3679.0,16.5962,45.5989
2024-05-18,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,8339.0,Political violence,3679.0,16.5962,45.5989
2024-06-08,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,1,53315.0,Political violence,3679.0,16.5962,45.5989
2024-06-15,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,19228.0,Political violence,3679.0,16.5962,45.5989
2024-06-29,Middle East,Yemen,Al Jawf,Battles,Armed clash,6,1,9157.0,Political violence,3679.0,16.5962,45.5989
2024-07-06,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,106.0,Political violence,3679.0,16.5962,45.5989
2024-08-17,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,6967.0,Political violence,3679.0,16.5962,45.5989
2024-08-31,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,50109.0,Political violence,3679.0,16.5962,45.5989
2024-09-07,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,0,12414.0,Political violence,3679.0,16.5962,45.5989
2024-09-21,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,19228.0,Political violence,3679.0,16.5962,45.5989
2024-09-28,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,,Political violence,3679.0,16.5962,45.5989
2024-10-05,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,2.0,Political violence,3679.0,16.5962,45.5989
2024-10-19,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,25982.0,Political violence,3679.0,16.5962,45.5989
2024-10-26,Middle East,Yemen,Al Jawf,Battles,Armed clash,3,8,19929.0,Political violence,3679.0,16.5962,45.5989
2024-11-09,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,22861.0,Political violence,3679.0,16.5962,45.5989
2024-11-16,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,50109.0,Political violence,3679.0,16.5962,45.5989
2024-12-28,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,8548.0,Political violence,3679.0,16.5962,45.5989
2025-01-04,Middle East,Yemen,Al Jawf,Battles,Armed clash,4,6,64275.0,Political violence,3679.0,16.5962,45.5989
2025-01-11,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,3,,Political violence,3679.0,16.5962,45.5989
2025-01-18,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,2,52174.0,Political violence,3679.0,16.5962,45.5989
2025-01-25,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,11289.0,Political violence,3679.0,16.5962,45.5989
2025-02-08,Middle East,Yemen,Al Jawf,Battles,Armed clash,5,3,8955.0,Political violence,3679.0,16.5962,45.5989
2025-02-15,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,7,,Political violence,3679.0,16.5962,45.5989
2025-02-22,Middle East,Yemen,Al Jawf,Battles,Armed clash,4,3,4775.0,Political violence,3679.0,16.5962,45.5989
2025-03-01,Middle East,Yemen,Al Jawf,Battles,Armed clash,4,3,11096.0,Political violence,3679.0,16.5962,45.5989
2025-03-15,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,,Political violence,3679.0,16.5962,45.5989
2025-03-22,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,3,39084.0,Political violence,3679.0,16.5962,45.5989
2025-05-03,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,52174.0,Political violence,3679.0,16.5962,45.5989
2025-05-10,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,3,51.0,Political violence,3679.0,16.5962,45.5989
2025-05-24,Middle East,Yemen,Al Jawf,Battles,Armed clash,4,5,65497.0,Political violence,3679.0,16.5962,45.5989
2025-05-31,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,,Political violence,3679.0,16.5962,45.5989
2025-06-07,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,52174.0,Political violence,3679.0,16.5962,45.5989
2025-06-14,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,12,52174.0,Political violence,3679.0,16.5962,45.5989
2025-06-21,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,1,61170.0,Political violence,3679.0,16.5962,45.5989
2025-06-28,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,2,1010.0,Political violence,3679.0,16.5962,45.5989
2025-07-05,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,22957.0,Political violence,3679.0,16.5962,45.5989
2025-07-19,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,2,10498.0,Political violence,3679.0,16.5962,45.5989
2025-07-26,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,4,8548.0,Political violence,3679.0,16.5962,45.5989
2025-08-09,Middle East,Yemen,Al Jawf,Battles,Armed clash,3,0,9119.0,Political violence,3679.0,16.5962,45.5989
2025-08-23,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,6321.0,Political violence,3679.0,16.5962,45.5989
2025-08-30,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,6321.0,Political violence,3679.0,16.5962,45.5989
2025-09-13,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,1,27598.0,Political violence,3679.0,16.5962,45.5989
2025-09-27,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,14822.0,Political violence,3679.0,16.5962,45.5989
2025-10-18,Middle East,Yemen,Al Jawf,Battles,Armed clash,3,5,33697.0,Political violence,3679.0,16.5962,45.5989
2025-11-01,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,10,9119.0,Political violence,3679.0,16.5962,45.5989
2025-11-08,Middle East,Yemen,Al Jawf,Battles,Armed clash,3,2,38243.0,Political violence,3679.0,16.5962,45.5989
2025-11-15,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,10,9119.0,Political violence,3679.0,16.5962,45.5989
2025-11-22,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,14,26219.0,Political violence,3679.0,16.5962,45.5989
2026-01-10,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,10,,Political violence,3679.0,16.5962,45.5989
2026-01-31,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,0,,Political violence,3679.0,16.5962,45.5989
2026-02-07,Middle East,Yemen,Al Jawf,Battles,Armed clash,4,1,,Political violence,3679.0,16.5962,45.5989
2026-02-14,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,5,11153.0,Political violence,3679.0,16.5962,45.5989
2026-02-21,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,20002.0,Political violence,3679.0,16.5962,45.5989
2026-03-21,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,1,,Political violence,3679.0,16.5962,45.5989
2026-03-28,Middle East,Yemen,Al Jawf,Battles,Armed clash,2,1,17575.0,Political violence,3679.0,16.5962,45.5989
2026-04-18,Middle East,Yemen,Al Jawf,Battles,Armed clash,1,0,17575.0,Political violence,3679.0,16.5962,45.5989
2023-12-02,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,3679.0,16.5962,45.5989
2024-01-13,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,1,2,8339.0,Political violence,3679.0,16.5962,45.5989
2024-03-09,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,1,0,53256.0,Political violence,3679.0,16.5962,45.5989
2025-03-08,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,1,0,52174.0,Political violence,3679.0,16.5962,45.5989
2025-03-15,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,2,4,52174.0,Political violence,3679.0,16.5962,45.5989
2025-03-22,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,4,8,87052.0,Political violence,3679.0,16.5962,45.5989
2025-04-12,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,5,0,73049.0,Political violence,3679.0,16.5962,45.5989
2025-04-19,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,1,0,26757.0,Political violence,3679.0,16.5962,45.5989
2025-04-26,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,9,0,106119.0,Political violence,3679.0,16.5962,45.5989
2025-05-03,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,7,3,88050.0,Political violence,3679.0,16.5962,45.5989
2025-09-06,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Air/drone strike,2,8,29484.0,Political violence,3679.0,16.5962,45.5989
2023-11-18,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,8629.0,Political violence,3679.0,16.5962,45.5989
2023-11-25,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,2241.0,Political violence,3679.0,16.5962,45.5989
2023-12-02,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,8112.0,Political violence,3679.0,16.5962,45.5989
2024-01-20,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,3946.0,Political violence,3679.0,16.5962,45.5989
2024-02-03,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,2,1,8375.0,Political violence,3679.0,16.5962,45.5989
2024-02-24,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,8339.0,Political violence,3679.0,16.5962,45.5989
2024-03-23,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,17.0,Political violence,3679.0,16.5962,45.5989
2024-04-13,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,,Political violence,3679.0,16.5962,45.5989
2024-06-29,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,8580.0,Political violence,3679.0,16.5962,45.5989
2024-07-27,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,3,2,20628.0,Political violence,3679.0,16.5962,45.5989
2024-08-03,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,4229.0,Political violence,3679.0,16.5962,45.5989
2024-09-21,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,11146.0,Political violence,3679.0,16.5962,45.5989
2024-11-02,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,14468.0,Political violence,3679.0,16.5962,45.5989
2024-11-09,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,3679.0,16.5962,45.5989
2024-12-14,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,8339.0,Political violence,3679.0,16.5962,45.5989
2024-12-28,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,8170.0,Political violence,3679.0,16.5962,45.5989
2025-01-18,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,2369.0,Political violence,3679.0,16.5962,45.5989
2025-02-01,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,8548.0,Political violence,3679.0,16.5962,45.5989
2025-03-29,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,146.0,Political violence,3679.0,16.5962,45.5989
2025-04-12,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,3679.0,16.5962,45.5989
2025-04-19,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,2369.0,Political violence,3679.0,16.5962,45.5989
2025-04-26,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,11478.0,Political violence,3679.0,16.5962,45.5989
2025-05-24,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,5,142.0,Political violence,3679.0,16.5962,45.5989
2025-07-19,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,,Political violence,3679.0,16.5962,45.5989
2025-08-23,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,9119.0,Political violence,3679.0,16.5962,45.5989
2025-08-30,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,3,2,11603.0,Political violence,3679.0,16.5962,45.5989
2025-11-29,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,4554.0,Political violence,3679.0,16.5962,45.5989
2025-12-20,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,1,6115.0,Political violence,3679.0,16.5962,45.5989
2026-02-28,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Remote explosive/landmine/IED,1,2,17575.0,Political violence,3679.0,16.5962,45.5989
2023-10-21,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,3679.0,16.5962,45.5989
2023-11-04,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,3.0,Political violence,3679.0,16.5962,45.5989
2025-02-15,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,52174.0,Political violence,3679.0,16.5962,45.5989
2025-03-01,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,52174.0,Political violence,3679.0,16.5962,45.5989
2025-05-31,Middle East,Yemen,Al Jawf,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,3679.0,16.5962,45.5989
2023-10-07,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,4,0,12864.0,Demonstrations,3679.0,16.5962,45.5989
2023-10-21,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,3,0,21197.0,Demonstrations,3679.0,16.5962,45.5989
2023-10-28,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,66.0,Demonstrations,3679.0,16.5962,45.5989
2023-11-11,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,36759.0,Demonstrations,3679.0,16.5962,45.5989
2023-11-18,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,18840.0,Demonstrations,3679.0,16.5962,45.5989
2023-11-25,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,36759.0,Demonstrations,3679.0,16.5962,45.5989
2023-12-30,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,4,0,39325.0,Demonstrations,3679.0,16.5962,45.5989
2024-01-06,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,29679.0,Demonstrations,3679.0,16.5962,45.5989
2024-02-10,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,25,0,79945.0,Demonstrations,3679.0,16.5962,45.5989
2024-02-17,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,13,0,74984.0,Demonstrations,3679.0,16.5962,45.5989
2024-02-24,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,75895.0,Demonstrations,3679.0,16.5962,45.5989
2024-03-02,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,5,0,44924.0,Demonstrations,3679.0,16.5962,45.5989
2024-03-09,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,75895.0,Demonstrations,3679.0,16.5962,45.5989
2024-03-16,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,13,0,71704.0,Demonstrations,3679.0,16.5962,45.5989
2024-03-23,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,31,0,82606.0,Demonstrations,3679.0,16.5962,45.5989
2024-03-30,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,11,0,77633.0,Demonstrations,3679.0,16.5962,45.5989
2024-04-06,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,3,0,37888.0,Demonstrations,3679.0,16.5962,45.5989
2024-04-13,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,15,0,99674.0,Demonstrations,3679.0,16.5962,45.5989
2024-04-20,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,76291.0,Demonstrations,3679.0,16.5962,45.5989
2024-04-27,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,14,0,81201.0,Demonstrations,3679.0,16.5962,45.5989
2024-05-04,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,14,0,77826.0,Demonstrations,3679.0,16.5962,45.5989
2024-05-11,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,5,0,33323.0,Demonstrations,3679.0,16.5962,45.5989
2024-05-18,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,14,0,77044.0,Demonstrations,3679.0,16.5962,45.5989
2024-05-25,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,17,0,98892.0,Demonstrations,3679.0,16.5962,45.5989
2024-06-01,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,13,0,75768.0,Demonstrations,3679.0,16.5962,45.5989
2024-06-22,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,14,0,78197.0,Demonstrations,3679.0,16.5962,45.5989
2024-06-29,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,19,0,94094.0,Demonstrations,3679.0,16.5962,45.5989
2024-07-06,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,24,0,112567.0,Demonstrations,3679.0,16.5962,45.5989
2024-07-13,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,25,0,112567.0,Demonstrations,3679.0,16.5962,45.5989
2024-07-20,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,22,0,113043.0,Demonstrations,3679.0,16.5962,45.5989
2024-07-27,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,98418.0,Demonstrations,3679.0,16.5962,45.5989
2024-08-03,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,24,0,107725.0,Demonstrations,3679.0,16.5962,45.5989
2024-08-10,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,24,0,107725.0,Demonstrations,3679.0,16.5962,45.5989
2024-08-17,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,23,0,107725.0,Demonstrations,3679.0,16.5962,45.5989
2024-08-24,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,29679.0,Demonstrations,3679.0,16.5962,45.5989
2024-09-28,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,29679.0,Demonstrations,3679.0,16.5962,45.5989
2024-10-05,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,16,0,97650.0,Demonstrations,3679.0,16.5962,45.5989
2024-10-12,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,11,0,80074.0,Demonstrations,3679.0,16.5962,45.5989
2024-10-19,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,29679.0,Demonstrations,3679.0,16.5962,45.5989
2024-10-26,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,98547.0,Demonstrations,3679.0,16.5962,45.5989
2024-11-02,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,27,0,126302.0,Demonstrations,3679.0,16.5962,45.5989
2024-11-16,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,11,0,80074.0,Demonstrations,3679.0,16.5962,45.5989
2024-11-23,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,3,0,45405.0,Demonstrations,3679.0,16.5962,45.5989
2024-11-30,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,98547.0,Demonstrations,3679.0,16.5962,45.5989
2024-12-07,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,98547.0,Demonstrations,3679.0,16.5962,45.5989
2024-12-14,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,37,0,131219.0,Demonstrations,3679.0,16.5962,45.5989
2024-12-21,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,10,0,81162.0,Demonstrations,3679.0,16.5962,45.5989
2024-12-28,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,13,0,71049.0,Demonstrations,3679.0,16.5962,45.5989
2025-01-04,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,14,0,102023.0,Demonstrations,3679.0,16.5962,45.5989
2025-01-11,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,15,0,72711.0,Demonstrations,3679.0,16.5962,45.5989
2025-02-01,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,3,0,37860.0,Demonstrations,3679.0,16.5962,45.5989
2025-02-08,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,71485.0,Demonstrations,3679.0,16.5962,45.5989
2025-03-08,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-03-15,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,11,0,97519.0,Demonstrations,3679.0,16.5962,45.5989
2025-03-22,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,13,0,99657.0,Demonstrations,3679.0,16.5962,45.5989
2025-04-05,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-04-12,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-04-19,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-04-26,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-05-03,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-05-10,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-05-17,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,1,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-05-31,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,47,0,123847.0,Demonstrations,3679.0,16.5962,45.5989
2025-06-07,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,45,0,115458.0,Demonstrations,3679.0,16.5962,45.5989
2025-06-14,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-06-21,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,30538.0,Demonstrations,3679.0,16.5962,45.5989
2025-06-28,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,102023.0,Demonstrations,3679.0,16.5962,45.5989
2025-07-05,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,71485.0,Demonstrations,3679.0,16.5962,45.5989
2025-07-12,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,13,0,102023.0,Demonstrations,3679.0,16.5962,45.5989
2025-07-19,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,7,0,63358.0,Demonstrations,3679.0,16.5962,45.5989
2025-07-26,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,11,0,65113.0,Demonstrations,3679.0,16.5962,45.5989
2025-08-02,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,2,0,12652.0,Demonstrations,3679.0,16.5962,45.5989
2025-08-09,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,13,0,86011.0,Demonstrations,3679.0,16.5962,45.5989
2025-08-16,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,14,0,84137.0,Demonstrations,3679.0,16.5962,45.5989
2025-08-23,Middle East,Yemen,Al Jawf,Protests,Peaceful protest,12,0,79470.0,Demonstrations,3679.0,16.5962,45.5989
